"SampleCode";"PeakNumber";"Compound";"SpectrumFilename";"ReferenceSpectrum";"TypicallyMonitored";"Source";"Class";"Identification";"Comment";"OBSERVATION";"NameInSoftwareComment";"InPacificLibrary";"InAtlanticLibrary";"FragmentIdentification";"AtlanticLibrary";"UsePeakApexMS";"Formula";"Halogenation";"RetentionTime1D";"RetentionTime2D";"QuantIon";"PeakArea";"UniqueMass";"SpectralSimilarity";"LipidMass";"InternalStandardArea";"RelativeArea";"Matrix";"Instrument"
"MQ429";2802;"o,p'-DDE";"DDT_related_11b_MQ429";"DDT_related_11b_MQ447";TRUE;"anthropogenic";"DDT-related";"Authentic MS RT";NA;NA;"DDT REL \11b P\ - NEW";FALSE;FALSE;"246 [M-Cl2]+; 281 [M-Cl]+; 316 M+";NA;NA;"C14H8Cl4";"chlorinated";1327.58;1.003;246;97688;248;NA;0.31;269519;1.169203584;"South Atlantic Dolphin Blubber";"GCxGC-TOF, EI, 70 eV"
"MQ447";2708;"o,p'-DDE";"DDT_related_11b_MQ447";"DDT_related_11b_MQ447";TRUE;"anthropogenic";"DDT-related";"Authentic MS RT";NA;"803 SIMIL. WITH o,p-DDE";"DDT REL \11b P\ - NEW";FALSE;FALSE;"246 [M-Cl2]+; 281 [M-Cl]+; 316 M+";NA;NA;"C14H8Cl4";"chlorinated";1327.58;0.99;246;194894;246;NA;0.52;368079;1.018249218;"South Atlantic Dolphin Blubber";"GCxGC-TOF, EI, 70 eV"
"MQ429";2895;"DDT related 1";"DDT_related_13_MQ429";"DDT_related_13_MQ447";FALSE;"anthropogenic";"DDT-related";"Reference Database MS";"DDT related 13 (Pacific Library)";"667 SIMIL. 1-Chloro-2,2-Bis(p-chlorophenyl)ethane";"DDT REL 13 P";TRUE;TRUE;"235 [M-CH2Cl]+; 284 M+";"DDM";NA;"C14H11Cl3";"chlorinated";1352.07;1.003;235;343645;235;NA;0.31;269519;4.113002267;"South Atlantic Dolphin Blubber";"GCxGC-TOF, EI, 70 eV"
"MQ447";2786;"DDT related 1";"DDT_related_13_MQ447";"DDT_related_13_MQ447";FALSE;"anthropogenic";"DDT-related";"Reference Database MS";"DDT related 13 (Pacific Library)";NA;"DDT REL 13 P";TRUE;TRUE;"235 [M-CH2Cl]+; 284 M+";"DDM";NA;"C14H11Cl3";"chlorinated";1348.57;0.997;235;338723;164;NA;0.52;368079;1.769702658;"South Atlantic Dolphin Blubber";"GCxGC-TOF, EI, 70 eV"
"MQ512";3122;"DDT related 1";"DDT_related_13_MQ512";"DDT_related_13_MQ447";FALSE;"anthropogenic";"DDT-related";"Reference Database MS";"DDT related 13 (Pacific Library)";NA;"DDT REL 13 P";TRUE;TRUE;"235 [M-CH2Cl]+; 284 M+";"DDM";NA;"C14H11Cl3";"chlorinated";1352.07;0.997;235;20894;220;NA;0.31;234538;0.287373475;"South Atlantic Dolphin Blubber";"GCxGC-TOF, EI, 70 eV"
"MQ425";3760;"p,p'-DDE";"pp_DDE_MQ425";"pp_DDE_MQ447";TRUE;"anthropogenic";"DDT-related";"Authentic MS RT";NA;NA;"DDE p,p'-";FALSE;TRUE;"246 [M-CHCl2]+; 316 M+";"DDE-ISOMER-2";TRUE;"C14H8Cl4";"chlorinated";1366.06;1.003;246;4020169;174;NA;0.5;136167;59.04762534;"South Atlantic Dolphin Blubber";"GCxGC-TOF, EI, 70 eV"
"MQ429";2932;"p,p'-DDE";"pp_DDE_MQ429";"pp_DDE_MQ447";TRUE;"anthropogenic";"DDT-related";"Authentic MS RT";NA;NA;"DDE p,p'-";FALSE;TRUE;"246 [M-CHCl2]+; 316 M+";"DDE-ISOMER-2";TRUE;"C14H8Cl4";"chlorinated";1362.56;1.023;246;10281719;247;661;0.31;269519;123.0593594;"South Atlantic Dolphin Blubber";"GCxGC-TOF, EI, 70 eV"
"MQ447";2832;"p,p'-DDE";"pp_DDE_MQ447";"pp_DDE_MQ447";TRUE;"anthropogenic";"DDT-related";"Authentic MS RT";NA;NA;"DDE p,p'-";FALSE;TRUE;"246 [M-CHCl2]+; 316 M+";"DDE-ISOMER-2";TRUE;"C14H8Cl4";"chlorinated";1362.56;1.01;246;9921558;176;787;0.52;368079;51.83647867;"South Atlantic Dolphin Blubber";"GCxGC-TOF, EI, 70 eV"
"MQ512";3167;"p,p'-DDE";"pp_DDE_MQ512";"pp_DDE_MQ447";TRUE;"anthropogenic";"DDT-related";"Authentic MS RT";NA;NA;"DDE p,p'-";FALSE;TRUE;"246 [M-CHCl2]+; 316 M+";"DDE-ISOMER-2";TRUE;"C14H8Cl4";"chlorinated";1362.56;0.99;246;2396669;246;819;0.31;234538;32.96348704;"South Atlantic Dolphin Blubber";"GCxGC-TOF, EI, 70 eV"
"MQ425";3844;"DDT related 2";"op_DDE_MQ425";"op_DDE_MQ447";FALSE;"anthropogenic";"DDT-related";"Manual";"Suggested DDE isomer";NA;"DDE o,p'-";FALSE;TRUE;"246 [M-CHCl2]+; 281 [M-Cl]+; 316 M+";"DDE-ISOMER-1";NA;NA;"chlorinated";1383.55;1.003;246;50635;233;NA;0.5;136167;0.74371911;"South Atlantic Dolphin Blubber";"GCxGC-TOF, EI, 70 eV"
"MQ429";3009;"DDT related 2";"op_DDE_MQ429";"op_DDE_MQ447";FALSE;"anthropogenic";"DDT-related";"Manual";"Suggested DDE isomer";NA;"DDE o,p'-";FALSE;TRUE;"246 [M-CHCl2]+; 281 [M-Cl]+; 316 M+";"DDE-ISOMER-1";NA;NA;"chlorinated";1380.05;1.016;246;85044;318;NA;0.31;269519;1.017870665;"South Atlantic Dolphin Blubber";"GCxGC-TOF, EI, 70 eV"
"MQ447";2894;"DDT related 2";"op_DDE_MQ447";"op_DDE_MQ447";FALSE;"anthropogenic";"DDT-related";"Manual";"Suggested DDE isomer";NA;"DDE o,p'-";FALSE;TRUE;"246 [M-CHCl2]+; 281 [M-Cl]+; 316 M+";"DDE-ISOMER-1";NA;NA;"chlorinated";1380.05;0.977;246;154095;246;771;0.52;368079;0.805089501;"South Atlantic Dolphin Blubber";"GCxGC-TOF, EI, 70 eV"
"MQ425";3983;"p,p'-DDD";"op_DDD_MQ425";"op_DDD_MQ425";TRUE;"anthropogenic";"DDT-related";"Authentic MS RT";NA;"MITOTANE";"DDD, o,p'-";TRUE;TRUE;"235 [M-CHCl2]+";"o,p-DDD";NA;"C14H10Cl4";"chlorinated";1411.54;1.082;237;562295;235;841;0.5;136167;8.258902671;"South Atlantic Dolphin Blubber";"GCxGC-TOF, EI, 70 eV"
"MQ429";3118;"p,p'-DDD";"op_DDD_MQ429";"op_DDD_MQ425";TRUE;"anthropogenic";"DDT-related";"Authentic MS RT";NA;"MITOTANE";"DDD, o,p'-";TRUE;TRUE;"235 [M-CHCl2]+";"o,p-DDD";NA;"C14H10Cl4";"chlorinated";1408.04;1.049;237;621954;235;928;0.31;269519;7.444014061;"South Atlantic Dolphin Blubber";"GCxGC-TOF, EI, 70 eV"
"MQ447";2994;"p,p'-DDD";"op_DDD_MQ447";"op_DDD_MQ425";TRUE;"anthropogenic";"DDT-related";"Authentic MS RT";NA;"MITOTANE";"DDD, o,p'-";TRUE;TRUE;"235 [M-CHCl2]+";"o,p-DDD";NA;"C14H10Cl4";"chlorinated";1408.04;1.03;237;684285;76;831;0.52;368079;3.575136567;"South Atlantic Dolphin Blubber";"GCxGC-TOF, EI, 70 eV"
"MQ512";3350;"p,p'-DDD";"op_DDD_MQ512";"op_DDD_MQ425";TRUE;"anthropogenic";"DDT-related";"Authentic MS RT";NA;"MITOTANE";"DDD, o,p'-";TRUE;TRUE;"235 [M-CHCl2]+";"o,p-DDD";NA;"C14H10Cl4";"chlorinated";1408.04;1.043;237;162818;176;820;0.31;234538;2.239378501;"South Atlantic Dolphin Blubber";"GCxGC-TOF, EI, 70 eV"
"MQ425";4239;"DDT related 3";"pp_DDD_MQ425";"pp_DDD_MQ429";FALSE;"anthropogenic";"DDT-related";"Reference Database MS";"DDT related 10 (Pacific Library)";"620 SIMILARITY WITH 1,2-Bis(2-chlorophenyl)-1,2-bis(3-chlorophenyl)ethane";"DDD p,p'-";TRUE;TRUE;NA;"p,p'-DDD ";NA;NA;"chlorinated";1464.01;1.214;235;20514;235;520;0.5;136167;0.301306484;"South Atlantic Dolphin Blubber";"GCxGC-TOF, EI, 70 eV"
"MQ429";3338;"DDT related 3";"pp_DDD_MQ429";"pp_DDD_MQ429";FALSE;"anthropogenic";"DDT-related";"Reference Database MS";"DDT related 10 (Pacific Library)";"740 SIMILARITY WITH 1,2-Bis(2-chlorophenyl)-1,2-bis(3-chlorophenyl)ethane/ 738 WITH m,p-DDD";"DDD p,p'-";TRUE;TRUE;NA;"p,p'-DDD ";NA;NA;"chlorinated";1460.51;1.195;235;106724;235;719;0.31;269519;1.277353239;"South Atlantic Dolphin Blubber";"GCxGC-TOF, EI, 70 eV"
"MQ447";3169;"DDT related 3";"pp_DDD_MQ447";"pp_DDD_MQ429";FALSE;"anthropogenic";"DDT-related";"Reference Database MS";"DDT related 10 (Pacific Library)";"730 SIMILARITY WITH m,p'-DDD";"DDD p,p'-";TRUE;TRUE;NA;"p,p'-DDD ";NA;NA;"chlorinated";1457.01;1.168;235;171037;200;709;0.52;368079;0.893605198;"South Atlantic Dolphin Blubber";"GCxGC-TOF, EI, 70 eV"
"MQ512";3545;"DDT related 3";"pp_DDD_MQ512";"pp_DDD_MQ429";FALSE;"anthropogenic";"DDT-related";"Reference Database MS";"DDT related 10 (Pacific Library)";"682 SIMILARITY WITH 1,2-Bis(2-chlorophenyl)-1,2-bis(3-chlorophenyl)ethane/ 662 WITH m,p-DDD";"DDD p,p'-";TRUE;TRUE;NA;"p,p'-DDD ";NA;NA;"chlorinated";1460.51;1.181;235;9034.7;235;646;0.31;234538;0.124262139;"South Atlantic Dolphin Blubber";"GCxGC-TOF, EI, 70 eV"
"MQ425";4660;"DDT related 4";"DDT_related_18a_MQ425";"DDT_related_18a_MQ447";FALSE;"anthropogenic";"DDT-related";"Manual-Congener Group";"DDT related 18 (Pacific Library). Suggested DDE backbone structure, but containing 7 chlorines";NA;"DDT REL \18a P\ - NEW";TRUE;TRUE;"278 [M-Cl4]+; 348 [M-Cl2]+; 383 [M-Cl]+; 418 M+";"DDT-RELATED-2&2";NA;"C14H5Cl7";"chlorinated";1547.96;1.168;420;656.4;316;NA;0.5;136167;0.009641102;"South Atlantic Dolphin Blubber";"GCxGC-TOF, EI, 70 eV"
"MQ429";3767;"DDT related 4";"DDT_related_18a_MQ429";"DDT_related_18a_MQ447";FALSE;"anthropogenic";"DDT-related";"Manual-Congener Group";"DDT related 18 (Pacific Library). Suggested DDE backbone structure, but containing 7 chlorines";"CHECK THE SPECTRUM - MAYBE NOT DDT RELATED";"DDT REL \18a P\ - NEW";TRUE;TRUE;"278 [M-Cl4]+; 348 [M-Cl2]+; 383 [M-Cl]+; 418 M+";"DDT-RELATED-2&3";NA;"C14H5Cl7";"chlorinated";1547.96;1.122;420;14558;350;NA;0.31;269519;0.174241112;"South Atlantic Dolphin Blubber";"GCxGC-TOF, EI, 70 eV"
"MQ447";3515;"DDT related 4";"DDT_related_18a_MQ447";"DDT_related_18a_MQ447";FALSE;"anthropogenic";"DDT-related";"Manual-Congener Group";"DDT related 18 (Pacific Library). Suggested DDE backbone structure, but containing 7 chlorines";"CHECK THE SPECTRUM - MAYBE NOT DDT RELATED";"DDT REL \18a P\ - NEW";TRUE;TRUE;"278 [M-Cl4]+; 348 [M-Cl2]+; 383 [M-Cl]+; 418 M+";"DDT-RELATED-2&3";NA;"C14H5Cl7";"chlorinated";1544.46;1.102;420;10939;350;NA;0.52;368079;0.057152238;"South Atlantic Dolphin Blubber";"GCxGC-TOF, EI, 70 eV"
"MQ512";3878;"DDT related 4";"DDT_related_18a_MQ512";"DDT_related_18a_MQ447";FALSE;"anthropogenic";"DDT-related";"Manual-Congener Group";"DDT related 18 (Pacific Library). Suggested DDE backbone structure, but containing 7 chlorines";"CHECK THE SPECTRUM - MAYBE NOT DDT RELATED";"DDT REL \18a P\ - NEW";TRUE;TRUE;"278 [M-Cl4]+; 348 [M-Cl2]+; 383 [M-Cl]+; 418 M+";"DDT-RELATED-2&3";NA;"C14H5Cl7";"chlorinated";1547.96;1.109;420;613.34;231;NA;0.31;234538;0.008435802;"South Atlantic Dolphin Blubber";"GCxGC-TOF, EI, 70 eV"
"MQ425";4683;"DDT related 5";"DDT_related_18_MQ425";"DDT_related_18_MQ429";FALSE;"anthropogenic";"DDT-related";"Manual-Congener Group";"Suggested DDE backbone structure, but containing 7 chlorines";NA;"DDT REL 18 P";FALSE;FALSE;"278 [M-Cl4]+; 348 [M-Cl2]+; 383 [M-Cl]+; 418 M+";NA;NA;"C14H5Cl7";"chlorinated";1551.46;1.135;420;1512.3;350;NA;0.5;136167;0.02221243;"South Atlantic Dolphin Blubber";"GCxGC-TOF, EI, 70 eV"
"MQ429";3808;"DDT related 5";"DDT_related_18_MQ429";"DDT_related_18_MQ429";FALSE;"anthropogenic";"DDT-related";"Manual-Congener Group";"Suggested DDE backbone structure, but containing 7 chlorines";NA;"DDT REL 18 P";FALSE;FALSE;"278 [M-Cl4]+; 348 [M-Cl2]+; 383 [M-Cl]+; 418 M+";NA;NA;"C14H5Cl7";"chlorinated";1554.95;1.142;420;7307.4;420;NA;0.31;269519;0.087460469;"South Atlantic Dolphin Blubber";"GCxGC-TOF, EI, 70 eV"
"MQ447";3562;"DDT related 5";"DDT_related_18_MQ447";"DDT_related_18_MQ429";FALSE;"anthropogenic";"DDT-related";"Manual-Congener Group";"Suggested DDE backbone structure, but containing 7 chlorines";NA;"DDT REL 18 P";FALSE;FALSE;"278 [M-Cl4]+; 348 [M-Cl2]+; 383 [M-Cl]+; 418 M+";NA;NA;"C14H5Cl7";"chlorinated";1554.95;1.135;420;5689.5;231;NA;0.52;368079;0.029725538;"South Atlantic Dolphin Blubber";"GCxGC-TOF, EI, 70 eV"
"MQ512";3898;"DDT related 5";"DDT_related_18_MQ512";"DDT_related_18_MQ429";FALSE;"anthropogenic";"DDT-related";"Manual-Congener Group";"Suggested DDE backbone structure, but containing 7 chlorines";NA;"DDT REL 18 P";FALSE;FALSE;"278 [M-Cl4]+; 348 [M-Cl2]+; 383 [M-Cl]+; 418 M+";NA;NA;"C14H5Cl7";"chlorinated";1554.95;1.122;420;828.8;215;NA;0.31;234538;0.011399212;"South Atlantic Dolphin Blubber";"GCxGC-TOF, EI, 70 eV"
"MQ425";4720;"DDT related 6";"DDT_related_19_MQ425";"DDT_related_19_MQ425";FALSE;"anthropogenic";"DDT-related";"Manual-Congener Group";"DDT related 19 (Pacific Library). Suggested DDE backbone structure, but containing 7 chlorines";NA;"DDT REL 19 P";TRUE;TRUE;"278 [M-Cl4]+; 348 [M-Cl2]+; 383 [M-Cl]+; 418 M+";"DDT-RELATED-2&3";NA;"C14H5Cl7";"chlorinated";1558.45;1.155;420;1166;259;NA;0.5;136167;0.017126029;"South Atlantic Dolphin Blubber";"GCxGC-TOF, EI, 70 eV"
"MQ429";3829;"DDT related 6";"DDT_related_19_MQ429";"DDT_related_19_MQ425";FALSE;"anthropogenic";"DDT-related";"Manual-Congener Group";"DDT related 19 (Pacific Library). Suggested DDE backbone structure, but containing 7 chlorines";NA;"DDT REL 19 P";TRUE;TRUE;"278 [M-Cl4]+; 348 [M-Cl2]+; 383 [M-Cl]+; 418 M+";"DDT-RELATED-2&3";NA;"C14H5Cl7";"chlorinated";1558.45;1.148;420;1132.8;304;NA;0.31;269519;0.013558204;"South Atlantic Dolphin Blubber";"GCxGC-TOF, EI, 70 eV"
"MQ429";3949;"DDT related 7";"DDT_related_20_MQ429";"DDT_related_20_MQ429";FALSE;"anthropogenic";"DDT-related";"Manual-Congener Group";"DDT related 20 (Pacific Library). Suggested DDE backbone structure, but containing 7 chlorines";NA;"DDT REL 20 P";TRUE;FALSE;"278 [M-Cl4]+; 348 [M-Cl2]+; 383 [M-Cl]+; 418 M+";NA;NA;"C14H5Cl7";"chlorinated";1582.94;1.188;350;49134;350;NA;0.31;368079;0.430605316;"South Atlantic Dolphin Blubber";"GCxGC-TOF, EI, 70 eV"
"MQ447";3676;"DDT related 7";"DDT_related_20_MQ447";"DDT_related_20_MQ429";FALSE;"anthropogenic";"DDT-related";"Manual-Congener Group";"DDT related 20 (Pacific Library). Suggested DDE backbone structure, but containing 7 chlorines";NA;"DDT REL 20 P";TRUE;FALSE;"278 [M-Cl4]+; 348 [M-Cl2]+; 383 [M-Cl]+; 418 M+";NA;NA;"C14H5Cl7";"chlorinated";1579.44;1.175;350;31113;350;NA;0.52;234538;0.255108734;"South Atlantic Dolphin Blubber";"GCxGC-TOF, EI, 70 eV"
"MQ429";4413;"DDT related 8";"DDT_related_23_MQ429";"DDT_related_23_MQ447";FALSE;"anthropogenic";"DDT-related";"Manual-Congener Group";"DDT related 23 (Pacific Library). Suggested DDE backbone";NA;"DDT REL 23 P";TRUE;FALSE;"382 [M-Cl2]+; 417 [M-Cl]+; 452 M+";NA;NA;"C14H4Cl8";"chlorinated";1659.89;1.406;456;5037.9;384;NA;0.31;269519;0.060297383;"South Atlantic Dolphin Blubber";"GCxGC-TOF, EI, 70 eV"
"MQ447";4025;"DDT related 8";"DDT_related_23_MQ447";"DDT_related_23_MQ447";FALSE;"anthropogenic";"DDT-related";"Manual-Congener Group";"DDT related 23 (Pacific Library). Suggested DDE backbone";NA;"DDT REL 23 P";TRUE;FALSE;"382 [M-Cl2]+; 417 [M-Cl]+; 452 M+";NA;NA;"C14H4Cl8";"chlorinated";1656.4;1.379;456;3544.2;384;NA;0.52;368079;0.018517137;"South Atlantic Dolphin Blubber";"GCxGC-TOF, EI, 70 eV"
"MQ429";3811;"TCPM 1";"TCPM_5_MQ429";"TCPM_5_MQ429";FALSE;"anthropogenic";"TCPM";"Authentic MS";"TCPM 5 (Pacific Library)";NA;"TCPM 5";TRUE;TRUE;"275 [M-HCl2]+; 311 [M-Cl]+; 346 M+";"TCPM isomer 1 and isomer 2";NA;"C19H13Cl3";"chlorinated";1554.95;1.195;311;48746;311;NA;0.31;269519;0.583428854;"South Atlantic Dolphin Blubber";"GCxGC-TOF, EI, 70 eV"
"MQ447";3563;"TCPM 1";"TCPM_5_MQ447";"TCPM_5_MQ429";FALSE;"anthropogenic";"TCPM";"Authentic MS";"TCPM 5 (Pacific Library)";NA;"TCPM 5";TRUE;TRUE;"275 [M-HCl2]+; 311 [M-Cl]+; 346 M+";"TCPM isomer 1 and isomer 2";NA;"C19H13Cl3";"chlorinated";1554.95;1.181;311;56428;324;NA;0.52;368079;0.294815473;"South Atlantic Dolphin Blubber";"GCxGC-TOF, EI, 70 eV"
"MQ512";3899;"TCPM 1";"TCPM_5_MQ512";"TCPM_5_MQ429";FALSE;"anthropogenic";"TCPM";"Authentic MS";"TCPM 5 (Pacific Library)";NA;"TCPM 5";TRUE;TRUE;"275 [M-HCl2]+; 311 [M-Cl]+; 346 M+";"TCPM isomer 1 and isomer 2";NA;"C19H13Cl3";"chlorinated";1554.95;1.175;311;10168;311;NA;0.31;234538;0.139849406;"South Atlantic Dolphin Blubber";"GCxGC-TOF, EI, 70 eV"
"MQ425";4721;"TCPM 1";"TCPM_5_MQ425";"TCPM_5_MQ429";FALSE;"anthropogenic";"TCPM";"Authentic MS";"TCPM 5 (Pacific Library)";NA;"TCPM 5";TRUE;TRUE;"275 [M-HCl2]+; 311 [M-Cl]+; 346 M+";"TCPM isomer 1 and isomer 2";NA;"C19H13Cl3";"chlorinated";1558.45;1.208;311;23548;540;NA;0.5;136167;0.34586941;"South Atlantic Dolphin Blubber";"GCxGC-TOF, EI, 70 eV"
"MQ429";4029;"Tris(4-chlorophenyl)methane (TCPM)";"Tris_4_chlorophenyl_methane_TCPM_MQ429";"Tris_4_chlorophenyl_methane_TCPM_MQ429";FALSE;"anthropogenic";"TCPM";"Authentic MS RT";NA;NA;"TCPM";TRUE;TRUE;"275 [M-HCl2]+; 311 [M-Cl]+; 346 M+";"TCPM isomer 1 and isomer 2";NA;"C19H13Cl3";"chlorinated";1596.93;1.28;311;148139;199;NA;0.31;269519;1.773039162;"South Atlantic Dolphin Blubber";"GCxGC-TOF, EI, 70 eV"
"MQ447";3753;"Tris(4-chlorophenyl)methane (TCPM)";"Tris_4_chlorophenyl_methane_TCPM_MQ447";"Tris_4_chlorophenyl_methane_TCPM_MQ429";FALSE;"anthropogenic";"TCPM";"Authentic MS RT";NA;NA;"TCPM";TRUE;TRUE;"275 [M-HCl2]+; 311 [M-Cl]+; 346 M+";"TCPM isomer 1 and isomer 2";NA;"C19H13Cl3";"chlorinated";1596.93;1.28;311;74172;348;NA;0.52;368079;0.387521324;"South Atlantic Dolphin Blubber";"GCxGC-TOF, EI, 70 eV"
"MQ512";4060;"Tris(4-chlorophenyl)methane (TCPM)";"Tris_4_chlorophenyl_methane_TCPM_MQ512";"Tris_4_chlorophenyl_methane_TCPM_MQ429";FALSE;"anthropogenic";"TCPM";"Authentic MS RT";NA;NA;"TCPM";TRUE;TRUE;"275 [M-HCl2]+; 311 [M-Cl]+; 346 M+";"TCPM isomer 1 and isomer 2";NA;"C19H13Cl3";"chlorinated";1596.93;1.254;311;22641;199;NA;0.31;234538;0.311401495;"South Atlantic Dolphin Blubber";"GCxGC-TOF, EI, 70 eV"
"MQ425";4943;"Tris(4-chlorophenyl)methane (TCPM)";"Tris_4_chlorophenyl_methane_TCPM_MQ425";"Tris_4_chlorophenyl_methane_TCPM_MQ429";FALSE;"anthropogenic";"TCPM";"Authentic MS RT";NA;"564 sim. Thiazolo[3,2-a]benzimidazol-3(2H)-one, 2-(2,3-dichlorobenzylideno)-";"TCPM";TRUE;TRUE;"275 [M-HCl2]+; 311 [M-Cl]+; 346 M+";"TCPM isomer 1 and isomer 2";NA;"C19H13Cl3";"chlorinated";1600.43;1.287;311;42965;348;NA;0.5;136167;0.631063327;"South Atlantic Dolphin Blubber";"GCxGC-TOF, EI, 70 eV"
"MQ512";4325;"Tris(4-chlorophenyl)methanol (TCPMOH)";"unknown_2_4b_MQ512";"unknown_2_4b_MQ512";FALSE;"anthropogenic";"TCPMOH";"Authentic MS RT";NA;NA;"U \2-4b P\ - NEW";TRUE;TRUE;NA;"TCPMe";NA;"C19H13Cl3O";"chlorinated";1677.38;1.538;139;148004;139;NA;0.31;234538;2.035628589;"South Atlantic Dolphin Blubber";"GCxGC-TOF, EI, 70 eV"
"MQ429";4532;"Tris(4-chlorophenyl)methanol (TCPMOH)";"unknown_2_4b_MQ429";"unknown_2_4b_MQ512";FALSE;"anthropogenic";"TCPMOH";"Authentic MS RT";NA;"916 simil. With Dicofol";"U \2-4b P\ - NEW";TRUE;TRUE;NA;"TCPMe";NA;"C19H13Cl3O";"chlorinated";1680.88;1.564;139;677972;139;916;0.31;269519;8.11447969;"South Atlantic Dolphin Blubber";"GCxGC-TOF, EI, 70 eV"
"MQ429";3480;"toxaphene 1";"toxaphene_17_MQ429";"toxaphene_17_MQ447";TRUE;"anthropogenic";"Toxaphene";"Authentic MS RT";"toxaphene 17 (Pacific Library)";NA;"TOXAPHENE 17 P";TRUE;TRUE;NA;"toxaphene 10";NA;"C10H8Cl8";"chlorinated";1491.99;1.069;339;22077;314;683;0.31;269519;0.264234169;"South Atlantic Dolphin Blubber";"GCxGC-TOF, EI, 70 eV"
"MQ447";3294;"toxaphene 1";"toxaphene_17_MQ447";"toxaphene_17_MQ447";TRUE;"anthropogenic";"Toxaphene";"Authentic MS RT";"toxaphene 17 (Pacific Library)";NA;"TOXAPHENE 17 P";TRUE;TRUE;NA;"toxaphene 10";NA;"C10H8Cl8";"chlorinated";1491.99;1.043;339;26944;375;653;0.52;368079;0.140772455;"South Atlantic Dolphin Blubber";"GCxGC-TOF, EI, 70 eV"
"MQ447";3032;"mirex 2Cl 1";"mirex_2Cl_4_MQ447";"mirex_2Cl_4_MQ447";FALSE;"anthropogenic";"Mirex-related";"Manual-Congener Group";NA;"SIMIL. WITH CIS-NONACHLOR";"MIREX 2 CL - NEW 2";FALSE;FALSE;"437 [M-Cl]+";NA;NA;"C10H2Cl10";"chlorinated";1418.53;1.016;441;15325;236;616;0.52;368079;0.080067469;"South Atlantic Dolphin Blubber";"GCxGC-TOF, EI, 70 eV"
"MQ512";3384;"mirex 2Cl 1";"mirex_2Cl_4_MQ512";"mirex_2Cl_4_MQ447";FALSE;"anthropogenic";"Mirex-related";"Manual-Congener Group";NA;"2,7:3,6-Dimethanonaphth[2,3-b]oxiren-8-ol, 3,4,5,6,9,9-hexachloro-1a,2,2a,3,6,6a,7,7a-octahydro-, acetate, stereoisomer";"MIREX 2 CL - NEW 2";FALSE;FALSE;"437 [M-Cl]+";NA;NA;"C10H2Cl10";"chlorinated";1418.53;1.01;441;1181.2;205;623;0.31;234538;0.016246078;"South Atlantic Dolphin Blubber";"GCxGC-TOF, EI, 70 eV"
"MQ425";4032;"mirex 2Cl 1";"mirex_2Cl_4_MQ425";"mirex_2Cl_4_MQ447";FALSE;"anthropogenic";"Mirex-related";"Manual-Congener Group";NA;"PCB INTERFERENCE";"MIREX 2 CL - NEW 2";FALSE;FALSE;"437 [M-Cl]+";NA;NA;"C10H2Cl10";"chlorinated";1422.03;1.03;441;3713.2;240;NA;0.5;136167;0.054538912;"South Atlantic Dolphin Blubber";"GCxGC-TOF, EI, 70 eV"
"MQ429";3173;"mirex 2Cl 1";"mirex_2Cl_4_MQ429";"mirex_2Cl_4_MQ447";FALSE;"anthropogenic";"Mirex-related";"Manual-Congener Group";NA;NA;"MIREX 2 CL - NEW 2";FALSE;FALSE;"437 [M-Cl]+";NA;NA;"C10H2Cl10";"chlorinated";1422.03;1.03;441;10110;409;NA;0.31;269519;0.121004097;"South Atlantic Dolphin Blubber";"GCxGC-TOF, EI, 70 eV"
"MQ429";3337;"mirex 2Cl 2";"mirex_2Cl_3_MQ429";"mirex_2Cl_3_MQ447";FALSE;"anthropogenic";"Mirex-related";"Manual-Congener Group";NA;NA;"MIREX 2 CL - NEW 1";FALSE;FALSE;"437 [M-Cl]+";NA;NA;"C10H2Cl10";"chlorinated";1460.51;1.089;441;5166.6;410;NA;0.31;269519;0.061837761;"South Atlantic Dolphin Blubber";"GCxGC-TOF, EI, 70 eV"
