"SampleCode";"PeakNumber";"Compound";"SpectrumFilename";"ReferenceSpectrum";"TypicallyMonitored";"Source";"Class";"Identification";"Comment";"OBSERVATION";"NameInSoftwareComment";"InPacificLibrary";"InAtlanticLibrary";"FragmentIdentification";"AtlanticLibrary";"UsePeakApexMS";"Formula";"Halogenation";"RetentionTime1D";"RetentionTime2D";"QuantIon";"PeakArea";"UniqueMass";"SpectralSimilarity";"LipidMass";"InternalStandardArea";"RelativeArea";"Matrix";"Instrument"
"MQ429";4547;"BDE 5Br 2";"BDE_5Br_2_MQ429";"BDE_5Br_2_MQ447";FALSE;"anthropogenic";"PBDE";"Manual-Congener Group";NA;"PBDE 5 BR";"PBDE 5 BR - BDE-85 (?)";FALSE;FALSE;"402 [M-Br2]+; 560 M+";NA;NA;"C12H5Br5O";"brominated";1684.38;1.663;564;2240.2;404;NA;0.31;269519;0.026812401;"South Atlantic Dolphin Blubber";"GCxGC-TOF, EI, 70 eV"
"MQ447";4143;"BDE 5Br 3";"BDE_5Br_4_MQ447";"BDE_5Br_4_MQ447";FALSE;"anthropogenic";"PBDE";"Manual-Congener Group";NA;"PBDE 5 BR";"PBDE 5 BR";FALSE;FALSE;"402 [M-Br2]+; 560 M+";NA;NA;"C12H5Br5O";"brominated";1691.38;1.65;564;6586.9;406;NA;0.52;368079;0.034414121;"South Atlantic Dolphin Blubber";"GCxGC-TOF, EI, 70 eV"
"MQ512";4363;"BDE 5Br 3";"BDE_5Br_4_MQ512";"BDE_5Br_4_MQ447";FALSE;"anthropogenic";"PBDE";"Manual-Congener Group";NA;"PBDE 5 BR";"PBDE 5 BR";FALSE;FALSE;"402 [M-Br2]+; 560 M+";NA;NA;"C12H5Br5O";"brominated";1691.38;1.657;564;13853;406;NA;0.31;234538;0.190532437;"South Atlantic Dolphin Blubber";"GCxGC-TOF, EI, 70 eV"
"MQ425";5369;"BDE 5Br 3";"BDE_5Br_4_MQ425";"BDE_5Br_4_MQ447";FALSE;"anthropogenic";"PBDE";"Manual-Congener Group";NA;"PBDE 5 BR";"PBDE 5 BR";FALSE;FALSE;"402 [M-Br2]+; 560 M+";NA;NA;"C12H5Br5O";"brominated";1694.87;1.657;564;10087;404;676;0.5;136167;0.148156308;"South Atlantic Dolphin Blubber";"GCxGC-TOF, EI, 70 eV"
"MQ429";4599;"BDE 5Br 3";"BDE_5Br_4_MQ429";"BDE_5Br_4_MQ447";FALSE;"anthropogenic";"PBDE";"Manual-Congener Group";NA;"PBDE 5 BR";"PBDE 5 BR";FALSE;FALSE;"402 [M-Br2]+; 560 M+";NA;TRUE;"C12H5Br5O";"brominated";1694.87;1.663;564;68850;354;NA;0.31;269519;0.824048673;"South Atlantic Dolphin Blubber";"GCxGC-TOF, EI, 70 eV"
"MQ447";4314;"BDE 5Br 4";"BDE_5Br_3_MQ447";"BDE_5Br_3_MQ447";FALSE;"anthropogenic";"PBDE";"Manual-Congener Group";NA;"PBDE 5 BR";"PBDE 5 BR - BDE-118(?)";FALSE;FALSE;"402 [M-Br2]+; 560 M+";NA;NA;"C12H5Br5O";"brominated";1743.85;1.551;564;604.21;404;528;0.52;368079;0.003156774;"South Atlantic Dolphin Blubber";"GCxGC-TOF, EI, 70 eV"
"MQ512";4461;"BDE 5Br 4";"BDE_5Br_3_MQ512";"BDE_5Br_3_MQ447";FALSE;"anthropogenic";"PBDE";"Manual-Congener Group";NA;"PBDE 5 BR";"PBDE 5 BR - BDE-118(?)";FALSE;FALSE;"402 [M-Br2]+; 560 M+";NA;NA;"C12H5Br5O";"brominated";1743.85;1.551;564;1314.2;406;608;0.31;234538;0.018075343;"South Atlantic Dolphin Blubber";"GCxGC-TOF, EI, 70 eV"
"MQ425";5520;"BDE 5Br 4";"BDE_5Br_3_MQ425";"BDE_5Br_3_MQ447";FALSE;"anthropogenic";"PBDE";"Manual-Congener Group";NA;"PBDE 5 BR";"PBDE 5 BR - BDE-118(?)";FALSE;FALSE;"402 [M-Br2]+; 560 M+";NA;NA;"C12H5Br5O";"brominated";1747.34;1.571;564;1275;404;562;0.5;136167;0.018727004;"South Atlantic Dolphin Blubber";"GCxGC-TOF, EI, 70 eV"
"MQ429";4893;"BDE 5Br 4";"BDE_5Br_3_MQ429";"BDE_5Br_3_MQ447";FALSE;"anthropogenic";"PBDE";"Manual-Congener Group";NA;"PBDE 5 BR";"PBDE 5 BR - BDE-118(?)";FALSE;FALSE;"402 [M-Br2]+; 560 M+";NA;NA;"C12H5Br5O";"brominated";1747.34;1.558;564;630.93;406;568;0.31;269519;0.007551446;"South Atlantic Dolphin Blubber";"GCxGC-TOF, EI, 70 eV"
"MQ429";4906;"BDE-155";"BDE_155_MQ429";"BDE_155_MQ447";TRUE;"anthropogenic";"PBDE";"Authentic MS RT";NA;"PBDE 6 BR";"PBDE 6 BR - BDE-155";TRUE;TRUE;"480 [M-Br2]+; 638 M+";"polybrominated diphenyl ether 6Br";NA;"C12H4Br6O";"brominated";1750.84;1.577;644;9478.6;484;694;0.31;269519;0.113447026;"South Atlantic Dolphin Blubber";"GCxGC-TOF, EI, 70 eV"
"MQ447";4340;"BDE-155";"BDE_155_MQ447";"BDE_155_MQ447";TRUE;"anthropogenic";"PBDE";"Authentic MS RT";NA;"PBDE 6 BR";"PBDE 6 BR - BDE-155";TRUE;TRUE;"480 [M-Br2]+; 638 M+";"polybrominated diphenyl ether 6Br";NA;"C12H4Br6O";"brominated";1750.84;1.564;644;9076.7;484;716;0.52;368079;0.047422407;"South Atlantic Dolphin Blubber";"GCxGC-TOF, EI, 70 eV"
"MQ512";4476;"BDE-155";"BDE_155_MQ512";"BDE_155_MQ447";TRUE;"anthropogenic";"PBDE";"Authentic MS RT";NA;"PBDE 6 BR";"PBDE 6 BR - BDE-155";TRUE;TRUE;"480 [M-Br2]+; 638 M+";"polybrominated diphenyl ether 6Br";NA;"C12H4Br6O";"brominated";1750.84;1.551;644;1060.7;207;NA;0.31;234538;0.014588736;"South Atlantic Dolphin Blubber";"GCxGC-TOF, EI, 70 eV"
"MQ429";4979;"BDE-154";"BDE_154_MQ429";"BDE_154_MQ447";TRUE;"anthropogenic";"PBDE";"Authentic MS RT";NA;"PBDE 6 BR";"PBDE 6 BR - BDE-154";TRUE;TRUE;"480 [M-Br2]+; 638 M+";"polybrominated diphenyl ether 6Br";NA;"C12H4Br6O";"brominated";1768.33;1.624;644;18628;484;769;0.31;269519;0.222953939;"South Atlantic Dolphin Blubber";"GCxGC-TOF, EI, 70 eV"
"MQ447";4394;"BDE-154";"BDE_154_MQ447";"BDE_154_MQ447";TRUE;"anthropogenic";"PBDE";"Authentic MS RT";NA;"PBDE 6 BR";"PBDE 6 BR - BDE-154";TRUE;TRUE;"480 [M-Br2]+; 638 M+";"polybrominated diphenyl ether 6Br";NA;"C12H4Br6O";"brominated";1768.33;1.604;644;17527;484;773;0.52;368079;0.091572106;"South Atlantic Dolphin Blubber";"GCxGC-TOF, EI, 70 eV"
"MQ512";4514;"BDE-154";"BDE_154_MQ512";"BDE_154_MQ447";TRUE;"anthropogenic";"PBDE";"Authentic MS RT";NA;"PBDE 6 BR";"PBDE 6 BR - BDE-154";TRUE;TRUE;"480 [M-Br2]+; 638 M+";"polybrominated diphenyl ether 6Br";NA;"C12H4Br6O";"brominated";1768.33;1.61;644;2298.2;484;695;0.31;234538;0.031609157;"South Atlantic Dolphin Blubber";"GCxGC-TOF, EI, 70 eV"
"MQ425";5599;"BDE-154";"BDE_154_MQ425";"BDE_154_MQ447";TRUE;"anthropogenic";"PBDE";"Authentic MS RT";NA;"PBDE 6 BR";"PBDE 6 BR - BDE-154";TRUE;TRUE;"480 [M-Br2]+; 638 M+";"polybrominated diphenyl ether 6Br";NA;"C12H4Br6O";"brominated";1771.83;1.63;644;5190;484;652;0.5;136167;0.076229924;"South Atlantic Dolphin Blubber";"GCxGC-TOF, EI, 70 eV"
"MQ447";4522;"BDE-153";"BDE_153_MQ447";"BDE_153_MQ447";TRUE;"anthropogenic";"PBDE";"Authentic MS RT";NA;"PBDE 6 BR";"PBDE 6 BR - BDE-153";TRUE;TRUE;"480 [M-Br2]+; 638 M+";"polybrominated diphenyl ether 6Br";NA;"C12H4Br6O";"brominated";1813.81;1.729;644;2820.2;484;737;0.52;368079;0.014734504;"South Atlantic Dolphin Blubber";"GCxGC-TOF, EI, 70 eV"
"MQ429";5207;"BDE-153";"BDE_153_MQ429";"BDE_153_MQ447";TRUE;"anthropogenic";"PBDE";"Authentic MS RT";NA;"PBDE 6 BR";"PBDE 6 BR - BDE-153";TRUE;TRUE;"480 [M-Br2]+; 638 M+";"polybrominated diphenyl ether 6Br";NA;"C12H4Br6O";"brominated";1817.3;1.749;644;2260.7;484;625;0.31;269519;0.027057761;"South Atlantic Dolphin Blubber";"GCxGC-TOF, EI, 70 eV"
"MQ425";5768;"BDE 6Br";"BDE_6Br_MQ425";"BDE_6Br_MQ425";FALSE;"anthropogenic";"PBDE";"Manual-Congener Group";NA;"PBDE 6 BR - SAME AS ATLANTIC LIB?";"PBDE 6 BR 5 A";FALSE;TRUE;"480 [M-Br2]+; 638 M+";"polybrominated diphenyl ether 6Br";NA;"C12H4Br6O";"brominated";1831.3;1.874;644;1346.7;484;624;0.5;136167;0.019780123;"South Atlantic Dolphin Blubber";"GCxGC-TOF, EI, 70 eV"
"MQ429";5279;"BDE 6Br";"BDE_6Br_MQ429";"BDE_6Br_MQ425";FALSE;"anthropogenic";"PBDE";"Manual-Congener Group";NA;"PBDE 6 BR - SAME AS ATLANTIC LIB?";"PBDE 6 BR 5 A";FALSE;TRUE;"480 [M-Br2]+; 638 M+";"polybrominated diphenyl ether 6Br";NA;"C12H4Br6O";"brominated";1831.3;1.861;644;1466.8;484;524;0.31;269519;0.017555768;"South Atlantic Dolphin Blubber";"GCxGC-TOF, EI, 70 eV"
"MQ447";4210;"terphenyl 5Cl 1";"terphenyl_5Cl_4_MQ447";"terphenyl_5Cl_4_MQ429";FALSE;"anthropogenic";"PCT";"Manual-Congener Group";"terphenyl 5Cl 4 (Pacific Library)";NA;"PCT 5 CL 4 P";TRUE;FALSE;"330 [M-Cl2]+; 400 M+";NA;NA;"C18H9Cl5";"chlorinated";1715.86;1.439;402;11674;402;NA;0.52;368079;0.060992341;"South Atlantic Dolphin Blubber";"GCxGC-TOF, EI, 70 eV"
"MQ429";4739;"terphenyl 5Cl 1";"terphenyl_5Cl_4_MQ429";"terphenyl_5Cl_4_MQ429";FALSE;"anthropogenic";"PCT";"Manual-Congener Group";"terphenyl 5Cl 4 (Pacific Library)";"ION CLUSTER IN 436 AND 490 - MAYBE PCT 6CL? NAPHTALENE OCTACHLORO 459 SIM.";"PCT 5 CL 4 P";TRUE;FALSE;"330 [M-Cl2]+; 400 M+";NA;NA;"C18H9Cl5";"chlorinated";1719.36;1.439;402;10990;402;NA;0.31;269519;0.1315366;"South Atlantic Dolphin Blubber";"GCxGC-TOF, EI, 70 eV"
"MQ429";4219;"terphenyl 6Cl 1";"terphenyl_6Cl_0_MQ429";"terphenyl_6Cl_0_MQ447";FALSE;"anthropogenic";"PCT";"Manual-Congener Group";NA;NA;"PCT 6 CL \0 P\ - NEW PCT";FALSE;FALSE;"364 [M-Cl2]+; 434 M+";NA;NA;"C18H8Cl6";"chlorinated";1628.41;1.412;438;2539.5;297;NA;0.31;269519;0.030394649;"South Atlantic Dolphin Blubber";"GCxGC-TOF, EI, 70 eV"
"MQ447";3886;"terphenyl 6Cl 1";"terphenyl_6Cl_0_MQ447";"terphenyl_6Cl_0_MQ447";FALSE;"anthropogenic";"PCT";"Manual-Congener Group";NA;NA;"PCT 6 CL \0 P\ - NEW PCT";FALSE;FALSE;"364 [M-Cl2]+; 434 M+";NA;NA;"C18H8Cl6";"chlorinated";1628.41;1.406;438;1920.8;366;NA;0.52;368079;0.010035471;"South Atlantic Dolphin Blubber";"GCxGC-TOF, EI, 70 eV"
"MQ447";4147;"terphenyl 6Cl 2";"terphenyl_6Cl_1_MQ447";"terphenyl_6Cl_1_MQ447";FALSE;"anthropogenic";"PCT";"Manual-Congener Group";"terphenyl 6Cl 1 (Pacific Library)";NA;"PCT 6 CL 1 P";TRUE;FALSE;"364 [M-Cl2]+; 434 M+";NA;NA;"C18H8Cl6";"chlorinated";1694.87;1.485;438;1452.9;366;NA;0.52;368079;0.007590866;"South Atlantic Dolphin Blubber";"GCxGC-TOF, EI, 70 eV"
"MQ429";4616;"terphenyl 6Cl 2";"terphenyl_6Cl_1_MQ429";"terphenyl_6Cl_1_MQ447";FALSE;"anthropogenic";"PCT";"Manual-Congener Group";"terphenyl 6Cl 1 (Pacific Library)";NA;"PCT 6 CL 1 P";TRUE;FALSE;"364 [M-Cl2]+; 434 M+";NA;NA;"C18H8Cl6";"chlorinated";1698.37;1.478;438;1818.4;366;NA;0.31;269519;0.021763981;"South Atlantic Dolphin Blubber";"GCxGC-TOF, EI, 70 eV"
"MQ447";4189;"terphenyl 6Cl 3";"terphenyl_6Cl_1b_MQ447";"terphenyl_6Cl_1b_MQ447";FALSE;"anthropogenic";"PCT";"Manual-Congener Group";NA;NA;"PCT 6 CL \1b\ P - NEW";FALSE;FALSE;"364 [M-Cl2]+; 434 M+";NA;NA;"C18H8Cl6";"chlorinated";1708.87;1.452;438;1857.2;436;NA;0.52;368079;0.009703185;"South Atlantic Dolphin Blubber";"GCxGC-TOF, EI, 70 eV"
"MQ429";4694;"terphenyl 6Cl 3";"terphenyl_6Cl_1b_MQ429";"terphenyl_6Cl_1b_MQ447";FALSE;"anthropogenic";"PCT";"Manual-Congener Group";NA;"498 SIM. 8-Amino-2,3-bis[3,4-dichlorophenyl]pyrido[3,4-b]pyrazine";"PCT 6 CL \1b\ P - NEW";FALSE;FALSE;"364 [M-Cl2]+; 434 M+";NA;NA;"C18H8Cl6";"chlorinated";1712.36;1.452;438;2357.4;436;NA;0.31;269519;0.028215139;"South Atlantic Dolphin Blubber";"GCxGC-TOF, EI, 70 eV"
"MQ429";4738;"terphenyl 6Cl 4";"MeOCDE_8Cl_1_MQ429";"MeOCDE_8Cl_1_MQ429";FALSE;"anthropogenic";"PCT";"Manual-Congener Group";"terphenyl 6Cl 2 (Pacific Library)";NA;"PCT 6CL_NEW";TRUE;FALSE;"364 [M-Cl2]+; 434 M+";NA;NA;"C18H8Cl6";"chlorinated";1719.36;1.386;438;10957;436;NA;0.31;269519;0.0293796;"South Atlantic Dolphin Blubber";"GCxGC-TOF, EI, 70 eV"
"MQ447";4280;"terphenyl 6Cl 5";"terphenyl_6Cl_3_MQ447";"terphenyl_6Cl_3_MQ429";FALSE;"anthropogenic";"PCT";"Manual-Congener Group";"terphenyl 6Cl 3 (Pacific Library)";NA;"PCT 6 CL 3 P";TRUE;FALSE;"364 [M-Cl2]+; 434 M+";NA;NA;"C18H8Cl6";"chlorinated";1733.35;1.399;438;5079.8;436;NA;0.52;368079;0.02654008;"South Atlantic Dolphin Blubber";"GCxGC-TOF, EI, 70 eV"
"MQ429";4835;"terphenyl 6Cl 5";"terphenyl_6Cl_3_MQ429";"terphenyl_6Cl_3_MQ429";FALSE;"anthropogenic";"PCT";"Manual-Congener Group";"terphenyl 6Cl 3 (Pacific Library)";"536 SIM. 8-Amino-2,3-bis[3,4-dichlorophenyl]pyrido[3,4-b]pyrazine";"PCT 6 CL 3 P";TRUE;FALSE;"364 [M-Cl2]+; 434 M+";NA;NA;"C18H8Cl6";"chlorinated";1736.85;1.393;438;13839;436;NA;0.31;269519;0.165635579;"South Atlantic Dolphin Blubber";"GCxGC-TOF, EI, 70 eV"
"MQ447";4312;"terphenyl 6Cl 6";"terphenyl_6Cl_4_MQ447";"terphenyl_6Cl_4_MQ447";FALSE;"anthropogenic";"PCT";"Manual-Congener Group";"terphenyl 6Cl 4 (Pacific Library)";"558 SIM. 8-Amino-2,3-bis[3,4-dichlorophenyl]pyrido[3,4-b]pyrazine";"PCT 6 CL 4 P";TRUE;FALSE;"364 [M-Cl2]+; 434 M+";NA;NA;"C18H8Cl6";"chlorinated";1743.85;1.393;438;9308.1;436;NA;0.52;368079;0.048631387;"South Atlantic Dolphin Blubber";"GCxGC-TOF, EI, 70 eV"
"MQ429";4978;"terphenyl 6Cl 7";"terphenyl_6Cl_5_MQ429";"terphenyl_6Cl_5_MQ429";FALSE;"anthropogenic";"PCT";"Manual-Congener Group";"terphenyl 6Cl 5 (Pacific Library)";"575 SIM. 8-Amino-2,3-bis[3,4-dichlorophenyl]pyrido[3,4-b]pyrazine";"PCT 6 CL \5a P \ - NEW";TRUE;FALSE;"364 [M-Cl2]+; 434 M+";NA;NA;"C18H8Cl6";"chlorinated";1768.33;1.452;438;21970;436;NA;0.31;234538;0.302172645;"South Atlantic Dolphin Blubber";"GCxGC-TOF, EI, 70 eV"
"MQ447";4391;"terphenyl 6Cl 7";"terphenyl_6Cl_5_MQ447";"terphenyl_6Cl_5_MQ429";FALSE;"anthropogenic";"PCT";"Manual-Congener Group";"terphenyl 6Cl 5 (Pacific Library)";NA;"PCT 6 CL 5 P";TRUE;FALSE;"364 [M-Cl2]+; 434 M+";NA;NA;"C18H8Cl6";"chlorinated";1768.33;1.439;438;12410;436;NA;0.52;368079;0.06483767;"South Atlantic Dolphin Blubber";"GCxGC-TOF, EI, 70 eV"
"MQ447";4414;"terphenyl 6Cl 8";"terphenyl_6Cl_5b_MQ447";"terphenyl_6Cl_5b_MQ429";FALSE;"anthropogenic";"PCT";"Manual-Congener Group";NA;NA;"PCT 6 CL \5b P \ - NEW";FALSE;FALSE;"364 [M-Cl2]+; 434 M+";NA;NA;"C18H8Cl6";"chlorinated";1775.33;1.505;438;6212;436;NA;0.52;368079;0.032455407;"South Atlantic Dolphin Blubber";"GCxGC-TOF, EI, 70 eV"
"MQ429";5026;"terphenyl 6Cl 8";"terphenyl_6Cl_5b_MQ429";"terphenyl_6Cl_5b_MQ429";FALSE;"anthropogenic";"PCT";"Manual-Congener Group";NA;NA;"PCT 6 CL \5b P \ - NEW";FALSE;FALSE;"364 [M-Cl2]+; 434 M+";NA;NA;"C18H8Cl6";"chlorinated";1778.83;1.525;438;10528;436;NA;0.31;269519;0.126007036;"South Atlantic Dolphin Blubber";"GCxGC-TOF, EI, 70 eV"
"MQ429";5043;"terphenyl 6Cl 9";"terphenyl_6Cl_6_MQ429";"terphenyl_6Cl_6_MQ429";FALSE;"anthropogenic";"PCT";"Manual-Congener Group";"terphenyl 6Cl 6 (Pacific Library)";NA;"PCT 6 CL 6 P";TRUE;FALSE;"364 [M-Cl2]+; 434 M+";NA;NA;"C18H8Cl6";"chlorinated";1782.32;1.518;438;16692;436;NA;0.31;269519;0.199782432;"South Atlantic Dolphin Blubber";"GCxGC-TOF, EI, 70 eV"
"MQ447";4432;"terphenyl 6Cl 9";"terphenyl_6Cl_6_MQ447";"terphenyl_6Cl_6_MQ429";FALSE;"anthropogenic";"PCT";"Manual-Congener Group";"terphenyl 6Cl 6 (Pacific Library)";NA;"PCT 6 CL 6 P";TRUE;FALSE;"364 [M-Cl2]+; 434 M+";NA;NA;"C18H8Cl6";"chlorinated";1782.32;1.511;438;10075;436;NA;0.52;368079;0.052638156;"South Atlantic Dolphin Blubber";"GCxGC-TOF, EI, 70 eV"
"MQ429";5075;"terphenyl 6Cl 10";"terphenyl_6Cl_7_MQ429";"terphenyl_6Cl_7_MQ429";FALSE;"anthropogenic";"PCT";"Manual-Congener Group";"terphenyl 6Cl 7 (Pacific Library)";"564 SIM. 8-Amino-2,3-bis[3,4-dichlorophenyl]pyrido[3,4-b]pyrazine";"PCT 6 CL 7 P";TRUE;FALSE;"364 [M-Cl2]+; 434 M+";NA;NA;"C18H8Cl6";"chlorinated";1789.32;1.564;438;10577;438;NA;0.31;269519;0.126593505;"South Atlantic Dolphin Blubber";"GCxGC-TOF, EI, 70 eV"
"MQ447";4558;"terphenyl 6Cl 10";"terphenyl_6Cl_7_MQ447";"terphenyl_6Cl_7_MQ429";FALSE;"anthropogenic";"PCT";"Manual-Congener Group";"terphenyl 6Cl 7 (Pacific Library)";NA;"PCT 6 CL 7 P";TRUE;FALSE;"364 [M-Cl2]+; 434 M+";NA;NA;"C18H8Cl6";"chlorinated";1792.82;1.544;438;7102;436;NA;0.52;368079;0.037105329;"South Atlantic Dolphin Blubber";"GCxGC-TOF, EI, 70 eV"
"MQ429";5124;"terphenyl 6Cl 11";"terphenyl_6Cl_7b_MQ429";"terphenyl_6Cl_7b_MQ447";FALSE;"anthropogenic";"PCT";"Manual-Congener Group";NA;NA;"PCT 6 CL \7b P\ - NEW";FALSE;FALSE;"364 [M-Cl2]+; 434 M+";NA;NA;"C18H8Cl6";"chlorinated";1799.81;1.498;438;6275.1;436;NA;0.31;269519;0.075105125;"South Atlantic Dolphin Blubber";"GCxGC-TOF, EI, 70 eV"
"MQ447";4478;"terphenyl 6Cl 11";"terphenyl_6Cl_7b_MQ447";"terphenyl_6Cl_7b_MQ447";FALSE;"anthropogenic";"PCT";"Manual-Congener Group";NA;NA;"PCT 6 CL \7b P\ - NEW";FALSE;FALSE;"364 [M-Cl2]+; 434 M+";NA;NA;"C18H8Cl6";"chlorinated";1799.81;1.485;438;3748.3;436;NA;0.52;368079;0.019583484;"South Atlantic Dolphin Blubber";"GCxGC-TOF, EI, 70 eV"
"MQ429";5140;"terphenyl 6Cl 12";"terphenyl_6Cl_7c_MQ429";"terphenyl_6Cl_7c_MQ447";FALSE;"anthropogenic";"PCT";"Manual-Congener Group";NA;"596 SIM. 8-Amino-2,3-bis[3,4-dichlorophenyl]pyrido[3,4-b]pyrazine";"PCT 6 CL \7c P\ - NEW PCT ";FALSE;FALSE;"364 [M-Cl2]+; 434 M+";NA;NA;"C18H8Cl6";"chlorinated";1803.31;1.505;438;11459;436;NA;0.31;269519;0.137149945;"South Atlantic Dolphin Blubber";"GCxGC-TOF, EI, 70 eV"
"MQ447";4501;"terphenyl 6Cl 12";"terphenyl_6Cl_7c_MQ447";"terphenyl_6Cl_7c_MQ447";FALSE;"anthropogenic";"PCT";"Manual-Congener Group";NA;NA;"PCT 6 CL \7c P\ - NEW PCT ";FALSE;FALSE;"364 [M-Cl2]+; 434 M+";NA;NA;"C18H8Cl6";"chlorinated";1806.81;1.485;438;4653.9;436;NA;0.52;368079;0.02431491;"South Atlantic Dolphin Blubber";"GCxGC-TOF, EI, 70 eV"
"MQ429";5257;"terphenyl 6Cl 13";"terphenyl_6Cl_8a_MQ429";"terphenyl_6Cl_8a_MQ429";FALSE;"anthropogenic";"PCT";"Manual-Congener Group";NA;NA;"PCT 6 CL \8a P\ - NEW PCT";FALSE;FALSE;"364 [M-Cl2]+; 434 M+";NA;NA;"C18H8Cl6";"chlorinated";1827.8;1.637;438;5540;438;NA;0.31;269519;0.066306894;"South Atlantic Dolphin Blubber";"GCxGC-TOF, EI, 70 eV"
"MQ429";5313;"terphenyl 6Cl 14";"terphenyl_6Cl_8_MQ429";"terphenyl_6Cl_8_MQ429";FALSE;"anthropogenic";"PCT";"Manual-Congener Group";"terphenyl 6Cl 8 (Pacific Library)";NA;"PCT 6 CL 8 P";TRUE;FALSE;"364 [M-Cl2]+; 434 M+";NA;NA;"C18H8Cl6";"chlorinated";1838.29;1.67;438;3212.9;438;NA;0.31;269519;0.038454408;"South Atlantic Dolphin Blubber";"GCxGC-TOF, EI, 70 eV"
"MQ447";4597;"terphenyl 6Cl 14";"terphenyl_6Cl_8_MQ447";"terphenyl_6Cl_8_MQ429";FALSE;"anthropogenic";"PCT";"Manual-Congener Group";"terphenyl 6Cl 8 (Pacific Library)";"536 SIM. 8-Amino-2,3-bis[3,4-dichlorophenyl]pyrido[3,4-b]pyrazine";"PCT 6 CL 8 P";TRUE;FALSE;"364 [M-Cl2]+; 434 M+";NA;NA;"C18H8Cl6";"chlorinated";1838.29;1.65;438;2272.9;436;NA;0.52;368079;0.011875064;"South Atlantic Dolphin Blubber";"GCxGC-TOF, EI, 70 eV"
"MQ429";5054;"terphenyl 7Cl 1";"terphenyl_7Cl_2_MQ429";"terphenyl_7Cl_2_MQ429";FALSE;"anthropogenic";"PCT";"Manual-Congener Group";"terphenyl 7Cl 2 (Pacific Library)";NA;"PCT 7 CL 2 P";TRUE;FALSE;"398 [M-Cl2]+; 468 M+";NA;NA;"C18H7Cl7";"chlorinated";1785.82;1.478;470;5904.7;472;NA;0.31;269519;0.070671898;"South Atlantic Dolphin Blubber";"GCxGC-TOF, EI, 70 eV"
"MQ447";4441;"terphenyl 7Cl 1";"terphenyl_7Cl_2_MQ447";"terphenyl_7Cl_2_MQ429";FALSE;"anthropogenic";"PCT";"Manual-Congener Group";"terphenyl 7Cl 2 (Pacific Library)";NA;"PCT 7 CL 2 P";TRUE;FALSE;"398 [M-Cl2]+; 468 M+";NA;NA;"C18H7Cl7";"chlorinated";1785.82;1.465;470;3831.8;470;NA;0.52;368079;0.020019741;"South Atlantic Dolphin Blubber";"GCxGC-TOF, EI, 70 eV"
"MQ429";5194;"terphenyl 7Cl 2";"terphenyl_7Cl_3b_MQ429";"terphenyl_7Cl_3b_MQ447";FALSE;"anthropogenic";"PCT";"Manual-Congener Group";NA;NA;"PCT 7 CL \3b P\ - NEW PCT";FALSE;FALSE;"398 [M-Cl2]+; 468 M+";NA;NA;"C18H7Cl7";"chlorinated";1813.81;1.624;470;9840.9;470;NA;0.31;269519;0.117783305;"South Atlantic Dolphin Blubber";"GCxGC-TOF, EI, 70 eV"
"MQ447";4521;"terphenyl 7Cl 2";"terphenyl_7Cl_3b_MQ447";"terphenyl_7Cl_3b_MQ447";FALSE;"anthropogenic";"PCT";"Manual-Congener Group";NA;NA;"PCT 7 CL \3b P\ - NEW PCT";FALSE;FALSE;"398 [M-Cl2]+; 468 M+";NA;NA;"C18H7Cl7";"chlorinated";1813.81;1.584;470;3250.3;472;NA;0.52;368079;0.016981618;"South Atlantic Dolphin Blubber";"GCxGC-TOF, EI, 70 eV"
"MQ429";5220;"terphenyl 7Cl 3";"terphenyl_7Cl_4_MQ429";"terphenyl_7Cl_4_MQ429";FALSE;"anthropogenic";"PCT";"Manual-Congener Group";"terphenyl 7Cl 4 (Pacific Library)";NA;"PCT 7 CL 4 P";TRUE;FALSE;"398 [M-Cl2]+; 468 M+";NA;NA;"C18H7Cl7";"chlorinated";1820.8;1.597;470;4752.1;436;NA;0.31;269519;0.056876713;"South Atlantic Dolphin Blubber";"GCxGC-TOF, EI, 70 eV"
"MQ429";5560;"terphenyl 7Cl 4";"terphenyl_7Cl_8_MQ429";"terphenyl_7Cl_8_MQ429";FALSE;"anthropogenic";"PCT";"Manual-Congener Group";"terphenyl 7Cl 8 (Pacific Library)";NA;"PCT 7 CL 8 P";TRUE;FALSE;"398 [M-Cl2]+; 468 M+";NA;NA;"C18H7Cl7";"chlorinated";1887.26;1.769;470;3786.9;472;NA;0.52;269519;0.027020358;"South Atlantic Dolphin Blubber";"GCxGC-TOF, EI, 70 eV"
"MQ429";5581;"terphenyl 7Cl 5";"terphenyl_7Cl_9_MQ429";"terphenyl_7Cl_9_MQ429";FALSE;"anthropogenic";"PCT";"Manual-Congener Group";"terphenyl 7Cl 9 (Pacific Library)";NA;"PCT 7 CL 9 P";TRUE;FALSE;"398 [M-Cl2]+; 468 M+";NA;NA;"C18H7Cl7";"chlorinated";1890.76;1.894;470;11782;470;NA;0.52;269519;0.084067143;"South Atlantic Dolphin Blubber";"GCxGC-TOF, EI, 70 eV"
